Region,Market,Store,Trade Date,Fiscal Period,Model,Line Of Business,Day Category,Revenue ,Units Sold ,Transaction Category
South West,Oyo,Ibadan North-West,14-May-15,2016-02,2500C,Copier Sale,WorkDay,4407360,13,Low
South West,Oyo,Ibadan North-West,14-May-15,2016-02,3002C,Service Plan,WorkDay,1679280,9,Low
South West,Oyo,Ibadan North-West,18-May-15,2016-02,4500P,Service Plan,WorkDay,352560,2,Low
South West,Oyo,Ibadan North-West,18-May-15,2016-02,5001C,Parts,WorkDay,21120,40,Medium
South West,Oyo,Ibadan North-West,21-May-15,2016-02,3002C,Parts,WorkDay,251640,52,High
South West,Oyo,Ibadan North-West,21-May-15,2016-02,3002P,Parts,WorkDay,990840,21,Medium
South West,Oyo,Ibadan North-West,24-May-15,2016-02,3002C,Parts,WorkDay,378240,22,Medium
South West,Oyo,Ibadan North-West,25-May-15,2016-02,4055T,Parts,WorkDay,310320,41,Medium
South West,Oyo,Ibadan North-West,27-May-15,2016-02,3002P,Service Plan,Observance,9456960,40,Medium
South West,Oyo,Ibadan South-East,14-May-15,2016-02,4055T,Parts,WorkDay,108960,21,Medium
South West,Oyo,Ibadan South-East,19-May-15,2016-02,3002C,Parts,WorkDay,28920,21,Medium
South West,Oyo,Ibadan South-East,19-May-15,2016-02,5001C,Service Plan,WorkDay,321720,2,Low
South West,Oyo,Ibadan South-East,20-May-15,2016-02,5001P,Service Plan,WorkDay,560040,1,Low
South West,Oyo,Ibadan South-East,21-May-15,2016-02,3002C,Parts,WorkDay,17760,57,High
South West,Oyo,Ibadan South-East,22-May-15,2016-02,3002C,Service Plan,WorkDay,791640,6,Low
South West,Oyo,Ibadan South-East,24-May-15,2016-02,4500C,Service Plan,WorkDay,1090200,5,Low
South West,Oyo,Ibadan South-East,25-May-15,2016-02,3002P,Service Plan,WorkDay,3644760,12,Low
South West,Oyo,Ibadan South-East,26-May-15,2016-02,2500P,Printer Sale,WorkDay,659520,2,Low
South West,Oyo,Ibadan South-East,28-May-15,2016-02,3002P,Parts,WorkDay,525120,40,Medium
South West,Oyo,Ibadan South-East,30-May-15,2016-02,2500C,Copier Sale,WorkDay,946080,4,Low
North Central,Federal Capital Territory,Abaji,1-Nov-14,2015-08,3002P,Parts,WorkDay,1604040,27,Medium
North Central,Federal Capital Territory,Abaji,2-Nov-14,2015-08,4500C,Service Plan,WorkDay,6763800,44,Medium
North Central,Federal Capital Territory,Abaji,4-Nov-14,2015-08,4055T,Parts,WorkDay,215280,58,High
North Central,Federal Capital Territory,Abaji,6-Nov-14,2015-08,3002C,Parts,WorkDay,91080,51,High
North Central,Federal Capital Territory,Abaji,14-Nov-14,2015-08,3002P,Parts,WorkDay,26520,45,Medium
North Central,Federal Capital Territory,Abaji,16-Nov-14,2015-08,3002C,Service Plan,WorkDay,2447280,13,Low
North Central,Federal Capital Territory,Abaji,19-Nov-14,2015-08,2500P,Printer Sale,WorkDay,974760,2,Low
North Central,Federal Capital Territory,Abaji,21-Nov-14,2015-08,5001P,Service Plan,WorkDay,1126320,6,Low
North Central,Federal Capital Territory,Abaji,24-Nov-14,2015-08,3002C,Parts,WorkDay,3600,26,Medium
North Central,Federal Capital Territory,Abaji,26-Nov-14,2015-08,4500P,Service Plan,WorkDay,2596440,10,Low
North Central,Federal Capital Territory,Abaji,26-Nov-14,2015-08,5001C,Parts,WorkDay,9840,29,Medium
North Central,Federal Capital Territory,Abaji,28-Nov-14,2015-08,2500C,Copier Sale,WorkDay,101760,19,Low
North Central,Federal Capital Territory,Abaji,30-Nov-14,2015-08,3002P,Service Plan,WorkDay,9321240,37,Medium
North Central,Federal Capital Territory,Bwari,2-Nov-14,2015-08,5001P,Service Plan,WorkDay,1680360,8,Low
North Central,Federal Capital Territory,Bwari,5-Nov-14,2015-08,3002P,Parts,WorkDay,3151800,57,High
North Central,Federal Capital Territory,Bwari,9-Nov-14,2015-08,5001C,Parts,WorkDay,49920,47,Medium
North Central,Federal Capital Territory,Bwari,10-Nov-14,2015-08,5001C,Service Plan,WorkDay,274560,1,Low
North Central,Federal Capital Territory,Bwari,11-Nov-14,2015-08,3002P,Parts,WorkDay,54000,27,Medium
North Central,Federal Capital Territory,Bwari,15-Nov-14,2015-08,3002C,Parts,WorkDay,29760,23,Medium
North Central,Federal Capital Territory,Bwari,16-Nov-14,2015-08,2500C,Copier Sale,WorkDay,2293800,7,Low
North Central,Federal Capital Territory,Bwari,17-Nov-14,2015-08,3002P,Service Plan,WorkDay,14798640,64,High
North Central,Federal Capital Territory,Bwari,17-Nov-14,2015-08,4055T,Parts,WorkDay,901800,23,Medium
North Central,Federal Capital Territory,Bwari,21-Nov-14,2015-08,2500P,Printer Sale,WorkDay,1967520,2,Low
North Central,Federal Capital Territory,Bwari,24-Nov-14,2015-08,3002C,Service Plan,WorkDay,3163200,20,Low
North Central,Federal Capital Territory,Bwari,29-Nov-14,2015-08,4500C,Service Plan,WorkDay,8985480,60,High
North Central,Federal Capital Territory,Bwari,30-Nov-14,2015-08,3002C,Parts,WorkDay,318360,11,Low
North Central,Federal Capital Territory,Bwari,30-Nov-14,2015-08,4500P,Service Plan,WorkDay,1852080,7,Low
North Central,Federal Capital Territory,Gwagwalada,3-Nov-14,2015-08,4500C,Service Plan,WorkDay,6682560,30,Medium
North Central,Federal Capital Territory,Gwagwalada,8-Nov-14,2015-08,2500P,Printer Sale,WorkDay,2472240,5,Low
North Central,Federal Capital Territory,Gwagwalada,13-Nov-14,2015-08,3002C,Service Plan,WorkDay,2860680,14,Low
North Central,Federal Capital Territory,Gwagwalada,14-Nov-14,2015-08,3002C,Parts,WorkDay,266640,50,Medium
North Central,Federal Capital Territory,Gwagwalada,17-Nov-14,2015-08,2500C,Copier Sale,WorkDay,755520,1,Low
North Central,Federal Capital Territory,Gwagwalada,19-Nov-14,2015-08,4055T,Parts,WorkDay,442080,32,Medium
North Central,Federal Capital Territory,Gwagwalada,20-Nov-14,2015-08,3002P,Service Plan,WorkDay,14597160,61,High
North Central,Federal Capital Territory,Gwagwalada,21-Nov-14,2015-08,3002P,Parts,WorkDay,961440,35,Medium
North Central,Federal Capital Territory,Gwagwalada,22-Nov-14,2015-08,3002C,Parts,WorkDay,3434400,14,Low
North Central,Federal Capital Territory,Gwagwalada,24-Nov-14,2015-08,5001C,Service Plan,WorkDay,162600,1,Low
North Central,Federal Capital Territory,Gwagwalada,29-Nov-14,2015-08,3002P,Parts,WorkDay,148440,24,Medium
North Central,Federal Capital Territory,Gwagwalada,29-Nov-14,2015-08,5001P,Service Plan,WorkDay,2535240,11,Low
North Central,Federal Capital Territory,Kuje,1-Nov-14,2015-08,3002C,Parts,WorkDay,432600,19,Low
North Central,Federal Capital Territory,Kuje,3-Nov-14,2015-08,3002C,Service Plan,WorkDay,4915080,27,Medium
North Central,Federal Capital Territory,Kuje,4-Nov-14,2015-08,3002P,Parts,WorkDay,19680,42,Medium
North Central,Federal Capital Territory,Kuje,9-Nov-14,2015-08,4500C,Service Plan,WorkDay,7985040,42,Medium
North Central,Federal Capital Territory,Kuje,10-Nov-14,2015-08,5001C,Service Plan,WorkDay,383040,1,Low
North Central,Federal Capital Territory,Kuje,13-Nov-14,2015-08,5001P,Service Plan,WorkDay,1936800,9,Low
North Central,Federal Capital Territory,Kuje,15-Nov-14,2015-08,2500C,Copier Sale,WorkDay,2979600,8,Low
North Central,Federal Capital Territory,Kuje,15-Nov-14,2015-08,3002P,Service Plan,WorkDay,17653920,75,High
North Central,Federal Capital Territory,Kuje,18-Nov-14,2015-08,2500P,Printer Sale,WorkDay,1119600,1,Low
North Central,Federal Capital Territory,Kuje,19-Nov-14,2015-08,3002C,Parts,WorkDay,14880,21,Medium
North Central,Federal Capital Territory,Kuje,20-Nov-14,2015-08,3002P,Parts,WorkDay,1998120,10,Low
North Central,Federal Capital Territory,Kuje,21-Nov-14,2015-08,4500P,Service Plan,WorkDay,8875440,27,Medium
North Central,Federal Capital Territory,Kuje,23-Nov-14,2015-08,4055T,Parts,WorkDay,141240,56,High
North Central,Federal Capital Territory,Kuje,26-Nov-14,2015-08,3002C,Parts,WorkDay,57120,40,Medium
North Central,Federal Capital Territory,Kuje,26-Nov-14,2015-08,5001C,Parts,WorkDay,1390440,37,Medium
North Central,Federal Capital Territory,Kuje,30-Nov-14,2015-08,5001C,Parts,WorkDay,228600,49,Medium
North Central,Kogi,Adavi,2-Nov-14,2015-08,5001P,Parts,WorkDay,419400,30,Medium
North Central,Kogi,Adavi,3-Nov-14,2015-08,3002P,Parts,WorkDay,1231680,54,High
North Central,Kogi,Adavi,6-Nov-14,2015-08,2500P,Printer Sale,WorkDay,6283080,12,Low
North Central,Kogi,Adavi,6-Nov-14,2015-08,3002P,Service Plan,WorkDay,9057600,31,Medium
North Central,Kogi,Adavi,6-Nov-14,2015-08,4500C,Service Plan,WorkDay,6075720,38,Medium
North Central,Kogi,Adavi,10-Nov-14,2015-08,5001C,Parts,WorkDay,78240,39,Medium
North Central,Kogi,Adavi,12-Nov-14,2015-08,4500P,Service Plan,WorkDay,2893440,14,Low
North Central,Kogi,Adavi,18-Nov-14,2015-08,5001C,Parts,WorkDay,27000,52,High
North Central,Kogi,Adavi,20-Nov-14,2015-08,3002C,Parts,WorkDay,84960,25,Medium
North Central,Kogi,Adavi,22-Nov-14,2015-08,3002C,Service Plan,WorkDay,3770520,21,Medium
North Central,Kogi,Adavi,26-Nov-14,2015-08,3002C,Parts,WorkDay,44640,26,Medium
North Central,Kogi,Adavi,26-Nov-14,2015-08,4055T,Parts,WorkDay,1569960,60,High
North Central,Kogi,Adavi,28-Nov-14,2015-08,5001P,Service Plan,WorkDay,2057160,6,Low
North Central,Kogi,Adavi,29-Nov-14,2015-08,2500C,Copier Sale,WorkDay,5007000,11,Low
North Central,Kogi,Adavi,29-Nov-14,2015-08,5001C,Service Plan,WorkDay,382200,1,Low
North Central,Kogi,Ajaokuta,1-Nov-14,2015-08,3002C,Parts,WorkDay,191040,18,Low
North Central,Kogi,Ajaokuta,3-Nov-14,2015-08,3002C,Service Plan,WorkDay,5776800,28,Medium
North Central,Kogi,Ajaokuta,3-Nov-14,2015-08,3002P,Parts,WorkDay,2939400,28,Medium
North Central,Kogi,Ajaokuta,3-Nov-14,2015-08,4500P,Service Plan,WorkDay,6116760,20,Low
North Central,Kogi,Ajaokuta,5-Nov-14,2015-08,3002P,Service Plan,WorkDay,28052040,92,High
North Central,Kogi,Ajaokuta,7-Nov-14,2015-08,3002C,Parts,WorkDay,547200,59,High
North Central,Kogi,Ajaokuta,10-Nov-14,2015-08,5001C,Service Plan,WorkDay,546960,3,Low
North Central,Kogi,Ajaokuta,13-Nov-14,2015-08,2500C,Copier Sale,WorkDay,5607960,15,Low
North Central,Kogi,Ajaokuta,13-Nov-14,2015-08,4500C,Service Plan,WorkDay,15263160,88,High
North Central,Kogi,Ajaokuta,19-Nov-14,2015-08,3002P,Parts,WorkDay,579600,40,Medium
North Central,Kogi,Ajaokuta,20-Nov-14,2015-08,4055T,Parts,WorkDay,488280,51,High
North Central,Kogi,Ajaokuta,20-Nov-14,2015-08,5001C,Parts,WorkDay,1253280,27,Medium
North Central,Kogi,Ajaokuta,22-Nov-14,2015-08,5001P,Service Plan,WorkDay,1930800,9,Low
North Central,Kogi,Ajaokuta,24-Nov-14,2015-08,2500P,Printer Sale,WorkDay,4278840,5,Low
North Central,Kogi,Ajaokuta,24-Nov-14,2015-08,5001P,Parts,WorkDay,293280,30,Medium
North Central,Kogi,Ajaokuta,25-Nov-14,2015-08,5001C,Parts,WorkDay,310800,31,Medium
North Central,Kogi,Ankpa,1-Nov-14,2015-08,3002C,Parts,WorkDay,1019160,34,Medium
North Central,Kogi,Ankpa,1-Nov-14,2015-08,3002C,Service Plan,WorkDay,8662200,43,Medium
North Central,Kogi,Ankpa,1-Nov-14,2015-08,3002P,Service Plan,WorkDay,34724760,158,High
North Central,Kogi,Ankpa,4-Nov-14,2015-08,4055T,Parts,WorkDay,933720,36,Medium
North Central,Kogi,Ankpa,13-Nov-14,2015-08,3002P,Parts,WorkDay,880680,46,Medium
North Central,Kogi,Ankpa,13-Nov-14,2015-08,5001P,Service Plan,WorkDay,4713600,22,Medium
North Central,Kogi,Ankpa,14-Nov-14,2015-08,2500P,Printer Sale,WorkDay,7884600,14,Low
North Central,Kogi,Ankpa,15-Nov-14,2015-08,3002P,Parts,WorkDay,2912760,35,Medium
North Central,Kogi,Ankpa,20-Nov-14,2015-08,5001C,Parts,WorkDay,272160,21,Medium
North Central,Kogi,Ankpa,21-Nov-14,2015-08,5001C,Parts,WorkDay,1836000,54,High
North Central,Kogi,Ankpa,22-Nov-14,2015-08,4500P,Service Plan,WorkDay,2392080,10,Low
North Central,Kogi,Ankpa,23-Nov-14,2015-08,3002C,Parts,WorkDay,275400,52,High
North Central,Kogi,Ankpa,27-Nov-14,2015-08,5001C,Service Plan,WorkDay,913080,4,Low
North Central,Kogi,Ankpa,28-Nov-14,2015-08,5001P,Parts,WorkDay,1043400,47,Medium
North Central,Kogi,Ankpa,29-Nov-14,2015-08,3002C,Parts,WorkDay,263400,51,High
North Central,Kogi,Ankpa,29-Nov-14,2015-08,4500C,Service Plan,WorkDay,17627280,105,High
North Central,Kogi,Ankpa,30-Nov-14,2015-08,2500C,Copier Sale,WorkDay,5713800,17,Low
North East,Adamawa,Demsa,7-Nov-14,2015-08,5001P,Service Plan,WorkDay,436800,1,Low
North East,Adamawa,Demsa,9-Nov-14,2015-08,3002C,Parts,WorkDay,123240,40,Medium
North East,Adamawa,Demsa,9-Nov-14,2015-08,3002P,Parts,WorkDay,774600,39,Medium
North East,Adamawa,Demsa,10-Nov-14,2015-08,2500P,Printer Sale,WorkDay,3959880,9,Low
North East,Adamawa,Demsa,11-Nov-14,2015-08,3002C,Parts,WorkDay,24480,41,Medium
North East,Adamawa,Demsa,18-Nov-14,2015-08,3002P,Service Plan,WorkDay,4368240,18,Low
North East,Adamawa,Demsa,21-Nov-14,2015-08,4500C,Service Plan,WorkDay,5130960,33,Medium
North East,Adamawa,Demsa,23-Nov-14,2015-08,2500C,Copier Sale,WorkDay,4137600,15,Low
North East,Adamawa,Demsa,24-Nov-14,2015-08,3002C,Parts,WorkDay,140880,29,Medium
North East,Adamawa,Demsa,27-Nov-14,2015-08,4055T,Parts,WorkDay,98760,53,High
North East,Adamawa,Demsa,28-Nov-14,2015-08,5001C,Service Plan,WorkDay,106440,43,Medium
North East,Adamawa,Demsa,30-Nov-14,2015-08,3002C,Service Plan,WorkDay,964200,3,Low
North East,Adamawa,Fufure,1-Nov-14,2015-08,4500C,Service Plan,WorkDay,1350120,9,Low
North East,Adamawa,Fufure,3-Nov-14,2015-08,3002C,Parts,WorkDay,55200,55,High
North East,Adamawa,Fufure,5-Nov-14,2015-08,2500P,Printer Sale,WorkDay,929880,2,Low
North East,Adamawa,Fufure,6-Nov-14,2015-08,3002P,Service Plan,WorkDay,6361560,20,Low
North East,Adamawa,Fufure,6-Nov-14,2015-08,5001C,Service Plan,WorkDay,273960,1,Low
North East,Adamawa,Fufure,10-Nov-14,2015-08,3002C,Parts,WorkDay,264720,26,Medium
North East,Adamawa,Fufure,11-Nov-14,2015-08,5001C,Parts,WorkDay,11040,46,Medium
North East,Adamawa,Fufure,14-Nov-14,2015-08,2500C,Copier Sale,WorkDay,1560000,3,Low
North East,Adamawa,Fufure,15-Nov-14,2015-08,3002C,Service Plan,WorkDay,2285280,11,Low
North East,Adamawa,Fufure,17-Nov-14,2015-08,5001P,Service Plan,WorkDay,378720,2,Low
North East,Adamawa,Fufure,18-Nov-14,2015-08,3002C,Parts,WorkDay,93720,54,High
North East,Adamawa,Fufure,19-Nov-14,2015-08,4055T,Parts,WorkDay,392760,27,Medium
North East,Adamawa,Fufure,22-Nov-14,2015-08,3002P,Parts,WorkDay,717240,41,Medium
North East,Adamawa,Ganye,1-Nov-14,2015-08,3002C,Service Plan,WorkDay,1009200,6,Low
North East,Adamawa,Ganye,2-Nov-14,2015-08,2500C,Copier Sale,WorkDay,731880,1,Low
North East,Adamawa,Ganye,4-Nov-14,2015-08,3002C,Parts,WorkDay,28080,52,High
North East,Adamawa,Ganye,4-Nov-14,2015-08,4055T,Parts,WorkDay,113160,36,Medium
North East,Adamawa,Ganye,6-Nov-14,2015-08,3002C,Parts,WorkDay,10560,33,Medium
North East,Adamawa,Ganye,8-Nov-14,2015-08,3002P,Parts,WorkDay,616200,42,Medium
North East,Adamawa,Ganye,9-Nov-14,2015-08,3002P,Service Plan,WorkDay,2979000,12,Low
North East,Adamawa,Ganye,10-Nov-14,2015-08,2500P,Printer Sale,WorkDay,1993800,2,Low
North East,Adamawa,Ganye,10-Nov-14,2015-08,4500C,Service Plan,WorkDay,3379320,19,Low
North East,Adamawa,Ganye,20-Nov-14,2015-08,5001P,Service Plan,WorkDay,391680,1,Low
North East,Adamawa,Ganye,26-Nov-14,2015-08,5001C,Service Plan,WorkDay,75480,57,High
North East,Adamawa,Ganye,30-Nov-14,2015-08,3002C,Parts,WorkDay,161520,42,Medium
North East,Adamawa,Gayuk,2-Nov-14,2015-08,2500P,Printer Sale,WorkDay,3439680,7,Low
North East,Adamawa,Gayuk,4-Nov-14,2015-08,4055T,Parts,WorkDay,179400,58,High
North East,Adamawa,Gayuk,6-Nov-14,2015-08,5001P,Service Plan,WorkDay,1344240,4,Low
North East,Adamawa,Gayuk,7-Nov-14,2015-08,3002C,Service Plan,WorkDay,1779240,9,Low
North East,Adamawa,Gayuk,14-Nov-14,2015-08,3002C,Parts,WorkDay,48000,60,High
North East,Adamawa,Gayuk,16-Nov-14,2015-08,2500C,Copier Sale,WorkDay,4950840,18,Low
North East,Adamawa,Gayuk,20-Nov-14,2015-08,3002P,Service Plan,WorkDay,9218400,39,Medium
North East,Adamawa,Gayuk,21-Nov-14,2015-08,5001C,Parts,WorkDay,70800,54,High
North East,Adamawa,Gayuk,23-Nov-14,2015-08,4500C,Service Plan,WorkDay,7978440,52,High
North East,Adamawa,Gayuk,26-Nov-14,2015-08,3002C,Parts,WorkDay,20880,51,High
North East,Adamawa,Gayuk,26-Nov-14,2015-08,5001C,Service Plan,WorkDay,645600,3,Low
North East,Adamawa,Gayuk,30-Nov-14,2015-08,3002P,Parts,WorkDay,640560,18,Low
North East,Adamawa,Gombi,1-Nov-14,2015-08,5001P,Service Plan,WorkDay,2671680,11,Low
North East,Adamawa,Gombi,2-Nov-14,2015-08,3002C,Parts,WorkDay,324000,35,Medium
North East,Adamawa,Gombi,3-Nov-14,2015-08,3002C,Parts,WorkDay,119040,47,Medium
North East,Adamawa,Gombi,6-Nov-14,2015-08,3002P,Service Plan,WorkDay,13674480,46,Medium
North East,Adamawa,Gombi,7-Nov-14,2015-08,3002C,Parts,WorkDay,320640,44,Medium
North East,Adamawa,Gombi,7-Nov-14,2015-08,5001C,Parts,WorkDay,140400,32,Medium
North East,Adamawa,Gombi,8-Nov-14,2015-08,3002P,Parts,WorkDay,2824680,21,Medium
North East,Adamawa,Gombi,8-Nov-14,2015-08,5001C,Service Plan,WorkDay,730200,4,Low
North East,Adamawa,Gombi,13-Nov-14,2015-08,4055T,Parts,WorkDay,1941000,57,High
North East,Adamawa,Gombi,14-Nov-14,2015-08,5001P,Parts,WorkDay,29280,19,Low
North East,Adamawa,Gombi,19-Nov-14,2015-08,2500P,Printer Sale,WorkDay,5965680,9,Low
North East,Adamawa,Gombi,23-Nov-14,2015-08,5001C,Parts,WorkDay,477480,60,High
North East,Adamawa,Gombi,25-Nov-14,2015-08,3002C,Service Plan,WorkDay,3534120,21,Medium
North East,Adamawa,Gombi,28-Nov-14,2015-08,4500C,Service Plan,WorkDay,8247120,37,Medium
North East,Adamawa,Gombi,30-Nov-14,2015-08,2500C,Copier Sale,WorkDay,7503480,27,Medium
North East,Adamawa,Gombi,30-Nov-14,2015-08,3002P,Parts,WorkDay,3240,58,High
North East,Adamawa,Grie,1-Nov-14,2015-08,5001P,Service Plan,WorkDay,1159200,6,Low
North East,Adamawa,Grie,4-Nov-14,2015-08,4500C,Service Plan,WorkDay,4055280,28,Medium
North East,Adamawa,Grie,6-Nov-14,2015-08,4055T,Parts,WorkDay,175800,35,Medium
North East,Adamawa,Grie,8-Nov-14,2015-08,3002C,Parts,WorkDay,29760,27,Medium
North East,Adamawa,Grie,8-Nov-14,2015-08,3002P,Parts,WorkDay,621240,59,High
North East,Adamawa,Grie,9-Nov-14,2015-08,2500P,Printer Sale,WorkDay,1398240,3,Low
North East,Adamawa,Grie,10-Nov-14,2015-08,2500C,Copier Sale,WorkDay,1177800,3,Low
North East,Adamawa,Grie,12-Nov-14,2015-08,3002C,Parts,WorkDay,44520,18,Low
North East,Adamawa,Grie,18-Nov-14,2015-08,5001C,Service Plan,WorkDay,43320,49,Medium
North East,Adamawa,Grie,21-Nov-14,2015-08,4500P,Service Plan,WorkDay,2810760,13,Low
North East,Adamawa,Grie,22-Nov-14,2015-08,3002C,Service Plan,WorkDay,2247960,10,Low
North East,Adamawa,Grie,28-Nov-14,2015-08,3002P,Service Plan,WorkDay,5838720,26,Medium
North East,Bauchi,Alkaleri,2-Nov-14,2015-08,3002P,Service Plan,WorkDay,6441120,25,Medium
North East,Bauchi,Alkaleri,2-Nov-14,2015-08,5001C,Service Plan,WorkDay,228360,1,Low
North East,Bauchi,Alkaleri,3-Nov-14,2015-08,3002C,Parts,WorkDay,123600,58,High
North East,Bauchi,Alkaleri,7-Nov-14,2015-08,2500C,Copier Sale,WorkDay,4866120,13,Low
North East,Bauchi,Alkaleri,10-Nov-14,2015-08,5001P,Service Plan,WorkDay,696840,3,Low
North East,Bauchi,Alkaleri,14-Nov-14,2015-08,4055T,Parts,WorkDay,42600,12,Low
North East,Bauchi,Alkaleri,15-Nov-14,2015-08,2500P,Printer Sale,WorkDay,1022880,1,Low
North East,Bauchi,Alkaleri,16-Nov-14,2015-08,3002P,Parts,WorkDay,1311000,15,Low
North East,Bauchi,Alkaleri,20-Nov-14,2015-08,4500C,Service Plan,WorkDay,4707960,22,Medium
North East,Bauchi,Alkaleri,21-Nov-14,2015-08,5001P,Parts,WorkDay,322320,24,Medium
North East,Bauchi,Alkaleri,26-Nov-14,2015-08,3002C,Service Plan,WorkDay,2451120,15,Low
North East,Bauchi,Alkaleri,26-Nov-14,2015-08,5001C,Parts,WorkDay,482040,14,Low
North East,Bauchi,Bauchi,2-Nov-14,2015-08,4500C,Service Plan,WorkDay,13328280,74,High
North East,Bauchi,Bauchi,2-Nov-14,2015-08,5001C,Service Plan,WorkDay,72600,24,Medium
North East,Bauchi,Bauchi,4-Nov-14,2015-08,3002C,Parts,WorkDay,56520,11,Low
North East,Bauchi,Bauchi,7-Nov-14,2015-08,2500P,Printer Sale,WorkDay,4607760,9,Low
North East,Bauchi,Bauchi,12-Nov-14,2015-08,3002C,Service Plan,WorkDay,3543840,19,Low
North East,Bauchi,Bauchi,12-Nov-14,2015-08,5001C,Parts,WorkDay,168120,10,Low
North East,Bauchi,Bauchi,12-Nov-14,2015-08,5001P,Service Plan,WorkDay,1336560,3,Low
North East,Bauchi,Bauchi,13-Nov-14,2015-08,3002P,Service Plan,WorkDay,11157840,45,Medium
North East,Bauchi,Bauchi,16-Nov-14,2015-08,2500C,Copier Sale,WorkDay,10156320,33,Medium
North East,Bauchi,Bauchi,18-Nov-14,2015-08,4055T,Parts,WorkDay,1092840,49,Medium
North East,Bauchi,Bauchi,20-Nov-14,2015-08,3002P,Parts,WorkDay,2503920,59,High
North East,Bauchi,Bauchi,23-Nov-14,2015-08,3002C,Parts,WorkDay,13800,23,Medium
North East,Bauchi,Bogoro,1-Nov-14,2015-08,3002P,Parts,WorkDay,763680,56,High
North East,Bauchi,Bogoro,1-Nov-14,2015-08,3002P,Service Plan,WorkDay,3693840,16,Low
North East,Bauchi,Bogoro,2-Nov-14,2015-08,5001P,Service Plan,WorkDay,485640,2,Low
North East,Bauchi,Bogoro,3-Nov-14,2015-08,5001C,Parts,WorkDay,52080,51,High
North East,Bauchi,Bogoro,8-Nov-14,2015-08,2500P,Printer Sale,WorkDay,827280,1,Low
North East,Bauchi,Bogoro,11-Nov-14,2015-08,3002C,Parts,WorkDay,14880,34,Medium
North East,Bauchi,Bogoro,12-Nov-14,2015-08,5001C,Service Plan,WorkDay,234720,2,Low
North East,Bauchi,Bogoro,13-Nov-14,2015-08,3002C,Parts,WorkDay,180000,46,Medium
North East,Bauchi,Bogoro,14-Nov-14,2015-08,2500C,Copier Sale,WorkDay,1436520,5,Low
North East,Bauchi,Bogoro,14-Nov-14,2015-08,5001P,Parts,WorkDay,241800,20,Low
North East,Bauchi,Bogoro,16-Nov-14,2015-08,5001C,Parts,WorkDay,198960,29,Medium
